"","duration","orig_bytes","resp_bytes","orig_ip_bytes","resp_ip_bytes","http"
"181495",0.0295588022415444,5.73979291217923,8.16223106548118,6.52649485957079,8.2495751500002,0
"104000",2.19611284848353,5.11198778835654,0,5.72358510195238,0,1
"6714",0.00995033085316809,6.289715570909,6.96696713861398,6.87005341179813,7.46450983463653,1
"75229",0.0198026272961797,5.73657229747919,6.08677472691231,6.35957386867238,6.31354804627709,0
"72565",0.048790164169432,6.28226674689601,9.00380808646717,6.76503897678054,9.05321861620397,0
"61173",0.0295588022415444,4.31748811353631,6.40687998606931,5.83773044716594,6.71174039505618,0
"181217",0.00995033085316809,5.72358510195238,6.19847871649231,6.35262939631957,6.48616078894409,0
"36933",0.0953101798043249,5.87493073085203,7.10332206252611,6.51619307604296,7.26682734752059,0
"32138",0.00995033085316809,5.77455154554441,6.2841341610708,6.38012253689976,6.5510803350434,0
"73910",0.0953101798043249,6.12249280951439,9.00380808646717,6.66949808985788,9.04852707581358,0
"73616",0.0198026272961797,6.1779441140506,9.00589589809446,6.70196036600254,9.0505236705223,0
"34404",0.00995033085316809,5.80513496891649,7.09340462586877,6.39692965521615,7.25841215059531,0
"31597",0.00995033085316809,5.68357976733868,7.03878354138854,6.33150184989369,7.21229446850034,0
"71937",0.048790164169432,6.25575004175337,9.00491394146713,6.74875954749168,9.05427118632629,0
"73264",0.0295588022415444,6.21860011969173,9.00380808646717,6.72623340235875,9.04852707581358,0
"72127",0.048790164169432,6.34035930372775,9.00380808646717,6.80128303447162,9.05321861620397,0
"86456",1.24703229378638,10.2860933664982,9.64186301440364,10.5951836808288,9.94328502241019,0
"35302",0.048790164169432,5.78074351579233,6.28785856016178,6.38350663488401,6.55393340402581,0
"218579",0.00995033085316809,5.82600010738045,8.18088094199639,6.56667242980324,8.2666784433059,0
"73773",0.0295588022415444,6.14418563412565,9.00589589809446,6.68210859744981,9.0505236705223,0
"70507",0.916290731874155,5.01727983681492,0,5.45958551414416,0,1
"84337",0.0676586484738149,5.90263333340137,7.51261754467451,6.53087762772588,7.6004023345004,0
"70664",0.048790164169432,6.27664348934164,9.00491394146713,6.71417052990947,9.05427118632629,0
"66901",0.215111379616945,6.50128967054039,7.67089483136212,7.1276936993474,7.83082299513532,1
"110415",1.28647402583768,9.93730910101164,10.8549716679784,10.1910696199876,10.9638959442514,0
"73089",0.00995033085316809,5.59471137960184,6.20455776256869,6.17586727010576,6.56103066589657,0
"84160",0.00995033085316809,5.99146454710798,7.51261754467451,6.5792512120101,7.6004023345004,0
"72466",0.0198026272961797,6.23832462503951,9.00380808646717,6.73815249459596,9.05321861620397,0
"220329",2.48657192910706,5.72358510195238,0,6.25766758788264,4.72738781871234,0
"127644",2.64048488160644,4.8283137373023,0,5.46806014113513,0,1
"100626",0.198850858745165,6.32435896238131,8.05038445306702,6.8351845861473,8.13241267450091,0
"68034",0.131028262406404,6.54821910276237,7.67089483136212,7.11151211649616,7.83082299513532,1
"34526",0.0769610411361284,6.45204895443723,7.67089483136212,7.01211529430638,7.83082299513532,1
"182678",0.00994934075366812,5.92958914338989,7.91534816926308,6.58479139238572,8.00869818298853,0
"218470",0.0198026272961797,6.82762923450285,7.37713371283395,7.16626597413364,7.53208814354172,0
"35512",0.00995033085316809,5.80211837537706,6.30078579466324,6.39526159811545,6.56385552653213,0
"182144",0.27763173659828,5.73979291217923,6.04500531403601,6.44730586254121,6.45833828334479,0
"218603",0.0198026272961797,5.73979291217923,8.16223106548118,6.52649485957079,8.2495751500002,0
"13346",0.00995033085316809,5.41610040220442,6.21860011969173,6.07993319509559,6.57088296233958,0
"94273",0.00995033085316809,5.78074351579233,5.96100533962327,6.2841341610708,6.39692965521615,0
"183143",0.048790164169432,5.72358510195238,10.003016095251,7.24850407237061,10.047111592619,0
"100756",0.0953101798043249,5.11799381241676,6.40687998606931,6.18826412308259,6.71174039505618,0
"35668",0.00995033085316809,5.82304589548302,7.10824413973154,6.40687998606931,7.27100853828099,0
"72089",0.0295588022415444,6.2803958389602,9.00380808646717,6.76388490856244,9.05321861620397,0
"33768",0.0392207131532813,5.77765232322266,7.50494206839617,6.54391184556479,7.66715825531915,0
"71126",1.32707500145992,6.34212141872115,7.16472037877186,7.04577657687951,7.38585107812521,1
"27331",2.42833629829961,6.51619307604296,5.4553211153577,6.9037472575846,6.21860011969173,0
"116178",0.732367893713227,6.37331978957701,8.27690348126706,6.68210859744981,8.33902300574476,0
"182415",0.69314768055982,4.70048036579242,6.27852142416584,5.93489419561959,6.54678541076052,1
"219787",0.0198026272961797,5.83188247728352,6.10702288774225,6.4118182677099,6.3297209055227,0
"73407",0.0198026272961797,5.63121178182137,8.32869258354557,6.19644412779452,8.3786205415523,0
"71960",0.165514438477573,5.66988092298052,8.98494428560868,6.36647044773144,9.03049574505712,0
"126087",2.64048488160644,4.85981240436167,0,5.48479693349065,0,1
"113479",2.4706386779903,8.38753998318937,11.133741950256,8.78446845409036,11.1835043109357,0
"73887",0.0198026272961797,6.19847871649231,9.00380808646717,6.71417052990947,9.04852707581358,0
"209088",0.00995033085316809,5.82600010738045,6.2803958389602,6.4085287910595,6.54821910276237,0
"42649",0.343589704390077,6.50128967054039,7.67089483136212,7.08506429395255,7.85127199710988,1
"37046",0.00995033085316809,5.90263333340137,6.29156913955832,6.45204895443723,6.55677835615804,0
"99795",1.86717610851281,4.4188406077966,0,4.93447393313069,0,1
"71818",0.0582689081239758,6.25766758788264,9.00491394146713,6.74993119378857,9.05427118632629,0
"30525",0.157003748809665,5.74939298590825,6.26909628370626,6.36647044773144,6.53958595561767,0
"72280",0.048790164169432,6.2709884318583,9.00380808646717,6.75809450442773,9.05321861620397,0
"208612",0.0953101798043249,6.47697236288968,7.67089483136212,7.02642680869964,7.83082299513532,1
"12231",0.00995033085316809,5.50125821054473,6.24416690066374,6.12468339089421,6.58892647753352,0
"100147",0.00995033085316809,5.72358510195238,6.12686918411419,6.4393503711001,6.51323011091231,0
"35910",0.048790164169432,5.96614673912369,6.31896811374643,6.48920493132532,6.57786135772105,0
"208051",0.0198026272961797,5.85220247977447,8.19035440376326,6.5792512120101,8.27537637483641,0
"175424",0.0295588022415444,5.8171111599632,7.26542972325395,6.40357419793482,7.40610338123702,0
